mode_time_elapsed,timestamp,frame_number,x_midpoint_pixels,x_midpoint_normalized,x_camera_mm,z_depth_mm,confidence,rolling_variance_pixels,rolling_std_dev_pixels,rolling_mean_pixels,detection_count,consistent_detections,large_jumps_count,stability_classification,head_angle_degrees,head_rate_deg_s,head_tracking_fps,head_tracking_active,head_command_count,short_term_variance,medium_term_variance,long_term_variance
0.05738019943237305,1755062062.3489401,3,715,0.372802734375,-161.53970336914062,1135.3145751953125,0.9931640625,0.0,0.0,0.0,1,1,0,stable,5.264302342438755,153.91334099695084,0.0,True,3,0.0,0.0,0.0
0.20776987075805664,1755062062.499591,6,714,0.37237548828125,-161.53970336914062,1135.3145751953125,0.9921875,0.5,0.7071067811865476,714.5,2,2,0,stable,20.996166340310232,-51.18460200355913,0.0,True,6,0.5,0.5,0.5
0.357759952545166,1755062062.649473,9,718,0.37445068359375,-159.5576171875,1135.3145751953127,0.9921875,4.333333333333333,2.0816659994661326,715.6666666666666,3,3,0,stable,15.115879027742949,-7.5467880015639786,0.0,True,9,4.333333333333333,4.333333333333333,4.333333333333333
0.5080068111419678,1755062062.7997134,12,717,0.373779296875,-160.5486602783203,1135.3145751953125,0.9931640625,3.3333333333333335,1.8257418583505538,716,4,4,0,stable,14.405420792031206,0.0,0.0,True,12,3.3333333333333335,3.3333333333333335,3.3333333333333335
0.6584439277648926,1755062062.9502876,15,715,0.37249755859375,-161.53970336914062,1135.3145751953125,0.9921875,2.7,1.6431676725154984,715.8,5,5,0,stable,14.499517563653269,1.205925570513345,0.0,True,15,2.7,2.7,2.7
0.8087184429168701,1755062063.100525,18,713,0.37152099609375,-163.5217742919922,1135.3145751953123,0.994140625,3.466666666666667,1.8618986725025255,715.3333333333334,6,6,0,stable,14.626520514866,0.0,0.0,True,18,3.466666666666667,3.466666666666667,3.466666666666667
0.9591443538665771,1755062063.2508912,21,712,0.3712158203125,-163.5217742919922,1135.3145751953125,0.9931640625,4.476190476190476,2.1157009420498154,714.8571428571429,7,7,0,stable,14.679511833973717,1.154447609680518,0.0,True,21,4.476190476190476,4.476190476190476,4.476190476190476
1.1067805290222168,1755062063.398468,24,732,0.38128662109375,-150.63824462890625,1135.3145751953125,0.98193359375,40.57142857142857,6.369570517030843,717,8,8,0,stable,13.179717548490961,-44.407086008432096,58.27861473093022,True,24,40.57142857142857,40.57142857142857,40.57142857142857
1.2597782611846924,1755062063.5515037,27,779,0.40576171875,-123.15694427490234,1153.4818767564534,0.95947265625,462.6111111111111,21.50839629333417,723.8888888888889,9,9,0,moderate,12.353529382367942,45.0,58.27861473093022,True,27,462.6111111111111,462.6111111111111,462.6111111111111
1.410111665725708,1755062063.7018282,30,821,0.427734375,-97.28719329833984,1174.9255391252225,0.99609375,1354.2666666666667,36.80036231705697,733.6,10,10,0,unstable,10.353929035827145,-1.076385975079858,58.27861473093022,True,30,1354.2666666666667,1354.2666666666667,1354.2666666666667
