timestamp,head_angle_deg,offset_x_pixels,offset_y_pixels,original_camera_x_pixels,original_camera_y_pixels,adjusted_camera_x_pixels,adjusted_camera_y_pixels,camera_x_mm,camera_z_mm,camera_confidence,closest_lidar_angle_deg,closest_lidar_distance_mm,person_distance_mm,screen_center_x,screen_center_y
1755238020.5253775,-8.862757156712526,90,70,950,409,1040,479,68.6733169555664,854.6346885549864,0.642578125,203.0,650,854.6346885549864,960,540
